user_id,event_ts,event_type,event_date
12,2025-12-26 14:42:00,view,2025-12-26
12,2025-12-26 03:29:00,view,2025-12-26
12,2025-12-26 20:14:00,add_to_cart,2025-12-26
12,2025-12-24 22:07:00,view,2025-12-24
12,2025-12-24 13:35:00,view,2025-12-24
12,2025-12-24 10:01:00,add_to_cart,2025-12-24
12,2025-12-29 05:04:00,view,2025-12-29
12,2025-12-29 08:05:00,add_to_cart,2025-12-29
12,2025-12-20 07:33:00,view,2025-12-20
12,2025-12-24 16:47:00,view,2025-12-24
12,2025-12-24 03:12:00,view,2025-12-24
12,2025-12-24 07:29:00,view,2025-12-24
12,2025-12-24 03:12:00,add_to_cart,2025-12-24
12,2025-12-31 17:52:00,view,2025-12-31
12,2025-12-31 08:42:00,view,2025-12-31
12,2025-12-31 20:26:00,view,2025-12-31
12,2025-12-31 13:47:00,view,2025-12-31
12,2025-12-31 12:29:00,view,2025-12-31
14,2025-05-12 15:26:00,view,2025-05-12
14,2025-05-12 00:01:00,view,2025-05-12
15,2025-12-29 03:26:00,view,2025-12-29
15,2025-12-29 19:38:00,view,2025-12-29
15,2025-12-29 17:06:00,view,2025-12-29
15,2025-12-29 06:59:00,view,2025-12-29
15,2025-12-29 04:04:00,view,2025-12-29
15,2025-12-29 00:24:00,add_to_cart,2025-12-29
16,2025-07-13 12:14:00,view,2025-07-13
16,2025-07-13 13:01:00,view,2025-07-13
16,2025-07-13 09:21:00,view,2025-07-13
16,2025-07-07 19:30:00,view,2025-07-07
16,2025-07-07 12:33:00,view,2025-07-07
16,2025-07-07 08:32:00,view,2025-07-07
17,2025-03-08 14:52:00,view,2025-03-08
17,2025-03-08 10:10:00,view,2025-03-08
17,2025-03-08 04:47:00,view,2025-03-08
17,2025-03-08 04:56:00,view,2025-03-08
17,2025-03-08 18:32:00,view,2025-03-08
17,2025-02-06 05:58:00,view,2025-02-06
17,2025-02-06 15:45:00,view,2025-02-06
17,2025-02-06 13:17:00,view,2025-02-06
17,2025-02-06 02:08:00,add_to_cart,2025-02-06
17,2025-03-09 07:03:00,view,2025-03-09
17,2025-03-09 05:41:00,view,2025-03-09
17,2025-03-09 04:58:00,view,2025-03-09
17,2025-05-26 11:04:00,view,2025-05-26
17,2025-05-26 20:28:00,view,2025-05-26
17,2025-05-26 16:34:00,view,2025-05-26
17,2025-05-26 11:47:00,add_to_cart,2025-05-26
17,2025-04-02 23:28:00,view,2025-04-02
17,2025-04-02 22:15:00,view,2025-04-02
17,2025-04-02 18:08:00,view,2025-04-02
17,2025-04-02 15:13:00,view,2025-04-02
18,2025-08-23 18:35:00,view,2025-08-23
18,2025-08-23 15:32:00,view,2025-08-23
18,2025-08-23 15:30:00,view,2025-08-23
18,2025-07-20 06:50:00,view,2025-07-20
18,2025-07-20 02:01:00,view,2025-07-20
18,2025-07-20 22:08:00,view,2025-07-20
18,2025-07-20 03:26:00,view,2025-07-20
18,2025-07-20 07:12:00,add_to_cart,2025-07-20
19,2025-11-26 06:37:00,view,2025-11-26
19,2025-11-26 14:09:00,view,2025-11-26
19,2025-11-26 16:40:00,view,2025-11-26
19,2025-11-26 23:45:00,add_to_cart,2025-11-26
20,2025-03-12 15:40:00,view,2025-03-12
20,2025-03-12 03:57:00,view,2025-03-12
20,2025-03-12 01:08:00,view,2025-03-12
20,2025-03-12 15:46:00,add_to_cart,2025-03-12
20,2025-04-14 02:13:00,view,2025-04-14
20,2025-04-14 06:20:00,view,2025-04-14
20,2025-04-08 04:15:00,view,2025-04-08
20,2025-04-08 06:30:00,view,2025-04-08
20,2025-04-08 00:44:00,view,2025-04-08
20,2025-04-08 01:45:00,add_to_cart,2025-04-08
21,2025-07-21 16:09:00,view,2025-07-21
21,2025-07-21 04:41:00,view,2025-07-21
21,2025-07-21 06:14:00,view,2025-07-21
21,2025-07-21 13:04:00,add_to_cart,2025-07-21
21,2025-07-19 12:35:00,view,2025-07-19
21,2025-07-19 21:06:00,view,2025-07-19
21,2025-07-19 17:13:00,view,2025-07-19
21,2025-07-19 13:02:00,view,2025-07-19
21,2025-07-19 03:18:00,view,2025-07-19
21,2025-07-19 01:27:00,view,2025-07-19
21,2025-07-19 00:39:00,add_to_cart,2025-07-19
21,2025-08-16 22:55:00,view,2025-08-16
21,2025-08-16 22:42:00,view,2025-08-16
21,2025-08-16 22:09:00,view,2025-08-16
21,2025-08-16 18:37:00,view,2025-08-16
21,2025-08-16 02:29:00,view,2025-08-16
21,2025-08-16 20:26:00,add_to_cart,2025-08-16
22,2025-03-28 22:21:00,view,2025-03-28
22,2025-03-28 13:36:00,view,2025-03-28
22,2025-03-28 17:25:00,view,2025-03-28
22,2025-03-28 02:43:00,add_to_cart,2025-03-28
22,2025-02-19 17:16:00,view,2025-02-19
22,2025-02-19 16:17:00,view,2025-02-19
22,2025-02-19 11:37:00,view,2025-02-19
22,2025-02-19 06:54:00,view,2025-02-19
22,2025-02-19 02:56:00,add_to_cart,2025-02-19
24,2025-06-30 10:45:00,view,2025-06-30
24,2025-06-30 04:06:00,view,2025-06-30
24,2025-06-30 21:39:00,view,2025-06-30
24,2025-06-30 10:43:00,view,2025-06-30
24,2025-06-30 21:41:00,add_to_cart,2025-06-30
25,2025-06-24 04:28:00,view,2025-06-24
25,2025-06-24 17:30:00,view,2025-06-24
26,2025-04-08 10:31:00,view,2025-04-08
26,2025-04-08 07:04:00,view,2025-04-08
26,2025-04-08 21:09:00,view,2025-04-08
26,2025-04-08 04:02:00,view,2025-04-08
26,2025-05-13 21:34:00,view,2025-05-13
26,2025-05-13 01:47:00,view,2025-05-13
26,2025-05-13 11:58:00,view,2025-05-13
26,2025-05-13 08:11:00,view,2025-05-13
26,2025-05-13 11:23:00,add_to_cart,2025-05-13
27,2025-08-04 18:39:00,view,2025-08-04
27,2025-08-04 20:42:00,view,2025-08-04
27,2025-08-04 10:19:00,view,2025-08-04
27,2025-08-04 05:38:00,view,2025-08-04
27,2025-08-04 22:49:00,view,2025-08-04
27,2025-08-04 03:51:00,view,2025-08-04
27,2025-08-04 09:46:00,add_to_cart,2025-08-04
28,2025-12-02 03:58:00,view,2025-12-02
28,2025-12-02 13:04:00,view,2025-12-02
28,2025-12-02 04:29:00,view,2025-12-02
28,2025-12-02 01:20:00,view,2025-12-02
28,2025-12-02 14:40:00,view,2025-12-02
28,2025-11-02 21:44:00,view,2025-11-02
28,2025-11-02 17:24:00,view,2025-11-02
28,2025-11-02 18:25:00,view,2025-11-02
28,2025-11-02 11:17:00,add_to_cart,2025-11-02
29,2025-12-24 05:20:00,view,2025-12-24
29,2025-12-24 01:21:00,view,2025-12-24
29,2025-12-24 02:25:00,view,2025-12-24
29,2025-12-24 23:51:00,view,2025-12-24
29,2025-12-24 05:14:00,view,2025-12-24
29,2025-12-24 22:41:00,view,2025-12-24
29,2025-12-24 04:22:00,view,2025-12-24
29,2025-12-24 09:04:00,add_to_cart,2025-12-24
29,2025-12-18 19:36:00,view,2025-12-18
29,2025-12-18 02:08:00,view,2025-12-18
29,2025-12-18 23:33:00,view,2025-12-18
29,2025-12-18 17:06:00,view,2025-12-18
29,2025-12-18 22:04:00,view,2025-12-18
29,2025-12-18 06:28:00,view,2025-12-18
29,2025-12-27 18:49:00,view,2025-12-27
29,2025-12-27 01:39:00,view,2025-12-27
29,2025-12-27 14:27:00,view,2025-12-27
29,2025-12-27 04:43:00,add_to_cart,2025-12-27
29,2025-12-21 07:11:00,view,2025-12-21
29,2025-12-21 02:38:00,view,2025-12-21
29,2025-12-21 13:07:00,add_to_cart,2025-12-21
29,2025-12-23 18:41:00,view,2025-12-23
29,2025-12-23 05:21:00,view,2025-12-23
29,2025-12-23 23:32:00,view,2025-12-23
29,2025-12-23 22:32:00,view,2025-12-23
29,2025-12-30 01:53:00,view,2025-12-30
29,2025-12-30 14:07:00,view,2025-12-30
29,2025-12-30 09:43:00,view,2025-12-30
29,2025-12-30 22:49:00,view,2025-12-30
29,2025-12-30 01:20:00,add_to_cart,2025-12-30
29,2025-12-21 10:45:00,view,2025-12-21
29,2025-12-21 01:24:00,view,2025-12-21
29,2025-12-21 09:22:00,view,2025-12-21
29,2025-12-21 00:33:00,view,2025-12-21
29,2025-12-21 20:42:00,add_to_cart,2025-12-21
30,2025-07-23 18:02:00,view,2025-07-23
30,2025-07-23 01:02:00,view,2025-07-23
30,2025-07-23 00:40:00,add_to_cart,2025-07-23
30,2025-07-07 18:04:00,view,2025-07-07
30,2025-07-07 06:45:00,view,2025-07-07
30,2025-07-07 16:32:00,view,2025-07-07
30,2025-07-07 23:54:00,view,2025-07-07
30,2025-07-07 19:35:00,view,2025-07-07
30,2025-07-07 23:41:00,view,2025-07-07
30,2025-08-12 04:54:00,view,2025-08-12
30,2025-08-12 11:37:00,view,2025-08-12
30,2025-08-12 03:15:00,view,2025-08-12
30,2025-08-12 07:50:00,view,2025-08-12
31,2025-05-15 16:47:00,view,2025-05-15
31,2025-05-15 07:10:00,view,2025-05-15
31,2025-05-15 09:17:00,view,2025-05-15
31,2025-05-15 17:59:00,view,2025-05-15
31,2025-05-15 18:13:00,view,2025-05-15
31,2025-05-15 08:24:00,add_to_cart,2025-05-15
31,2025-03-16 11:21:00,view,2025-03-16
31,2025-03-16 11:32:00,view,2025-03-16
31,2025-03-16 18:34:00,view,2025-03-16
31,2025-03-16 09:46:00,view,2025-03-16
31,2025-03-16 16:26:00,view,2025-03-16
31,2025-03-02 16:06:00,view,2025-03-02
31,2025-03-02 22:41:00,view,2025-03-02
31,2025-03-02 03:17:00,view,2025-03-02
31,2025-03-02 09:54:00,add_to_cart,2025-03-02
32,2025-12-17 13:25:00,view,2025-12-17
32,2025-12-17 17:26:00,view,2025-12-17
32,2025-12-17 08:02:00,view,2025-12-17
32,2025-12-17 03:33:00,view,2025-12-17
32,2025-12-17 19:51:00,view,2025-12-17
32,2025-12-17 10:19:00,add_to_cart,2025-12-17
32,2025-11-04 05:35:00,view,2025-11-04
32,2025-11-04 22:36:00,view,2025-11-04
32,2025-11-04 17:35:00,view,2025-11-04
32,2025-11-04 19:19:00,view,2025-11-04
32,2025-11-04 13:24:00,view,2025-11-04
32,2025-12-18 12:35:00,view,2025-12-18
32,2025-12-18 12:13:00,view,2025-12-18
32,2025-12-18 14:24:00,view,2025-12-18
32,2025-12-18 03:38:00,view,2025-12-18
32,2025-12-18 15:27:00,add_to_cart,2025-12-18
32,2025-11-25 10:48:00,view,2025-11-25
32,2025-11-25 14:07:00,view,2025-11-25
32,2025-11-25 21:19:00,view,2025-11-25
32,2025-11-25 20:58:00,view,2025-11-25
34,2025-10-20 11:10:00,view,2025-10-20
34,2025-10-20 04:38:00,view,2025-10-20
34,2025-10-20 12:25:00,view,2025-10-20
34,2025-10-02 07:47:00,view,2025-10-02
34,2025-10-02 00:28:00,view,2025-10-02
34,2025-10-02 06:57:00,view,2025-10-02
34,2025-10-02 22:47:00,view,2025-10-02
35,2025-03-30 03:12:00,view,2025-03-30
35,2025-03-30 13:48:00,view,2025-03-30
35,2025-03-30 06:48:00,view,2025-03-30
35,2025-03-30 02:39:00,view,2025-03-30
36,2025-05-06 03:15:00,view,2025-05-06
36,2025-05-06 08:02:00,view,2025-05-06
36,2025-05-06 13:57:00,view,2025-05-06
36,2025-05-06 09:00:00,add_to_cart,2025-05-06
36,2025-05-23 10:28:00,view,2025-05-23
36,2025-05-23 04:16:00,view,2025-05-23
36,2025-05-23 04:18:00,view,2025-05-23
36,2025-05-23 06:48:00,view,2025-05-23
36,2025-05-23 09:30:00,view,2025-05-23
36,2025-05-11 21:35:00,view,2025-05-11
36,2025-05-11 07:50:00,view,2025-05-11
36,2025-05-11 16:34:00,view,2025-05-11
36,2025-05-11 11:36:00,view,2025-05-11
37,2025-11-16 12:22:00,view,2025-11-16
37,2025-11-16 11:15:00,view,2025-11-16
37,2025-11-16 20:46:00,view,2025-11-16
37,2025-11-16 17:39:00,add_to_cart,2025-11-16
37,2025-11-05 17:36:00,view,2025-11-05
37,2025-11-05 23:30:00,view,2025-11-05
37,2025-11-05 04:35:00,view,2025-11-05
37,2025-11-05 13:46:00,view,2025-11-05
38,2025-12-25 03:51:00,view,2025-12-25
38,2025-12-25 14:14:00,view,2025-12-25
38,2025-12-25 09:35:00,view,2025-12-25
38,2025-12-25 21:58:00,view,2025-12-25
38,2025-12-25 20:41:00,add_to_cart,2025-12-25
38,2025-11-09 22:02:00,view,2025-11-09
38,2025-11-09 00:51:00,add_to_cart,2025-11-09
39,2025-06-29 21:22:00,view,2025-06-29
39,2025-06-29 21:51:00,view,2025-06-29
39,2025-06-29 21:40:00,view,2025-06-29
39,2025-06-23 12:25:00,view,2025-06-23
39,2025-06-23 07:22:00,view,2025-06-23
39,2025-06-23 20:00:00,view,2025-06-23
39,2025-06-23 09:06:00,view,2025-06-23
39,2025-06-23 06:34:00,view,2025-06-23
39,2025-06-23 20:39:00,view,2025-06-23
39,2025-06-23 08:52:00,view,2025-06-23
39,2025-06-23 16:44:00,add_to_cart,2025-06-23
39,2025-09-22 18:39:00,view,2025-09-22
39,2025-09-22 01:17:00,view,2025-09-22
39,2025-09-22 11:03:00,view,2025-09-22
39,2025-09-22 00:15:00,view,2025-09-22
39,2025-09-22 14:01:00,add_to_cart,2025-09-22
40,2025-12-24 17:17:00,view,2025-12-24
40,2025-12-24 15:01:00,view,2025-12-24
40,2025-12-24 10:43:00,add_to_cart,2025-12-24
40,2025-12-06 22:07:00,view,2025-12-06
40,2025-12-06 10:40:00,view,2025-12-06
40,2025-12-06 07:30:00,view,2025-12-06
40,2025-12-06 01:21:00,view,2025-12-06
40,2025-12-06 15:47:00,view,2025-12-06
40,2025-12-06 23:57:00,add_to_cart,2025-12-06
41,2025-11-19 08:28:00,view,2025-11-19
41,2025-11-19 02:23:00,view,2025-11-19
41,2025-11-19 10:34:00,view,2025-11-19
41,2025-11-19 08:09:00,view,2025-11-19
41,2025-11-19 16:57:00,add_to_cart,2025-11-19
41,2025-11-29 05:33:00,view,2025-11-29
41,2025-11-29 04:40:00,view,2025-11-29
41,2025-11-29 23:58:00,add_to_cart,2025-11-29
42,2025-07-21 21:28:00,view,2025-07-21
42,2025-07-21 19:10:00,view,2025-07-21
42,2025-07-21 02:26:00,view,2025-07-21
42,2025-07-14 08:08:00,view,2025-07-14
42,2025-07-14 08:05:00,add_to_cart,2025-07-14
42,2025-07-09 13:42:00,view,2025-07-09
42,2025-07-09 09:50:00,view,2025-07-09
42,2025-07-09 07:13:00,view,2025-07-09
42,2025-07-09 18:23:00,view,2025-07-09
42,2025-07-09 11:05:00,add_to_cart,2025-07-09
42,2025-06-04 19:22:00,view,2025-06-04
42,2025-06-04 23:01:00,view,2025-06-04
42,2025-06-04 07:46:00,view,2025-06-04
42,2025-06-04 13:14:00,view,2025-06-04
42,2025-06-04 03:51:00,view,2025-06-04
42,2025-06-06 19:44:00,view,2025-06-06
42,2025-06-06 05:54:00,view,2025-06-06
42,2025-06-06 07:09:00,view,2025-06-06
42,2025-06-06 00:39:00,view,2025-06-06
42,2025-06-06 00:29:00,add_to_cart,2025-06-06
43,2025-11-27 10:09:00,view,2025-11-27
43,2025-11-27 15:25:00,view,2025-11-27
43,2025-11-27 04:35:00,view,2025-11-27
44,2025-05-24 23:25:00,view,2025-05-24
44,2025-05-24 08:50:00,view,2025-05-24
44,2025-05-30 08:55:00,view,2025-05-30
44,2025-05-30 11:34:00,view,2025-05-30
44,2025-05-30 05:52:00,view,2025-05-30
44,2025-05-30 07:11:00,add_to_cart,2025-05-30
44,2025-05-27 12:18:00,view,2025-05-27
44,2025-05-27 14:33:00,view,2025-05-27
44,2025-05-27 05:25:00,view,2025-05-27
45,2025-04-05 14:06:00,view,2025-04-05
45,2025-04-05 06:43:00,view,2025-04-05
45,2025-04-05 06:18:00,view,2025-04-05
45,2025-06-13 04:51:00,view,2025-06-13
45,2025-06-13 03:41:00,view,2025-06-13
45,2025-06-13 09:35:00,view,2025-06-13
45,2025-06-13 16:36:00,view,2025-06-13
45,2025-06-13 08:51:00,view,2025-06-13
45,2025-06-13 15:01:00,add_to_cart,2025-06-13
45,2025-05-25 06:12:00,view,2025-05-25
45,2025-05-25 15:42:00,view,2025-05-25
45,2025-05-25 18:40:00,view,2025-05-25
45,2025-05-25 23:01:00,view,2025-05-25
45,2025-05-25 17:26:00,add_to_cart,2025-05-25
46,2025-09-12 00:20:00,view,2025-09-12
46,2025-09-12 00:05:00,view,2025-09-12
46,2025-09-12 21:54:00,view,2025-09-12
46,2025-09-12 09:32:00,add_to_cart,2025-09-12
46,2025-09-18 19:32:00,view,2025-09-18
46,2025-09-18 19:38:00,view,2025-09-18
46,2025-09-18 14:34:00,view,2025-09-18
47,2025-11-17 06:01:00,view,2025-11-17
47,2025-11-17 01:47:00,view,2025-11-17
47,2025-11-17 11:55:00,view,2025-11-17
47,2025-11-17 02:56:00,view,2025-11-17
47,2025-11-17 11:36:00,add_to_cart,2025-11-17
47,2025-09-02 15:47:00,view,2025-09-02
47,2025-09-02 23:40:00,view,2025-09-02
47,2025-09-02 06:12:00,view,2025-09-02
47,2025-09-02 03:50:00,view,2025-09-02
47,2025-09-02 10:08:00,view,2025-09-02
47,2025-09-02 11:29:00,view,2025-09-02
47,2025-09-05 00:16:00,view,2025-09-05
47,2025-09-05 10:31:00,view,2025-09-05
47,2025-09-05 07:55:00,view,2025-09-05
47,2025-09-05 12:12:00,add_to_cart,2025-09-05
48,2025-03-18 12:00:00,view,2025-03-18
48,2025-03-18 14:40:00,view,2025-03-18
48,2025-03-18 19:57:00,view,2025-03-18
48,2025-03-18 13:38:00,view,2025-03-18
48,2025-03-18 20:36:00,add_to_cart,2025-03-18
49,2025-11-24 03:47:00,view,2025-11-24
49,2025-11-24 20:35:00,view,2025-11-24
49,2025-11-24 05:05:00,view,2025-11-24
49,2025-12-29 02:21:00,view,2025-12-29
49,2025-12-29 20:29:00,view,2025-12-29
49,2025-12-29 23:49:00,view,2025-12-29
49,2025-12-29 00:10:00,view,2025-12-29
49,2025-12-12 07:55:00,view,2025-12-12
51,2025-11-10 09:51:00,view,2025-11-10
51,2025-11-10 19:52:00,view,2025-11-10
51,2025-11-10 06:19:00,view,2025-11-10
51,2025-11-10 22:11:00,view,2025-11-10
52,2025-04-24 21:40:00,view,2025-04-24
52,2025-04-24 22:35:00,view,2025-04-24
52,2025-04-24 17:54:00,view,2025-04-24
52,2025-04-24 10:04:00,add_to_cart,2025-04-24
52,2025-01-30 12:17:00,view,2025-01-30
52,2025-01-30 11:32:00,view,2025-01-30
52,2025-01-30 06:53:00,view,2025-01-30
52,2025-01-30 16:11:00,view,2025-01-30
53,2025-12-24 22:30:00,view,2025-12-24
53,2025-12-24 18:40:00,view,2025-12-24
53,2025-11-29 04:13:00,view,2025-11-29
53,2025-11-29 10:52:00,view,2025-11-29
53,2025-11-29 03:58:00,view,2025-11-29
53,2025-10-26 07:05:00,view,2025-10-26
53,2025-10-26 13:56:00,view,2025-10-26
53,2025-10-26 15:13:00,view,2025-10-26
53,2025-10-26 11:03:00,add_to_cart,2025-10-26
53,2025-11-19 06:33:00,view,2025-11-19
53,2025-11-19 10:17:00,view,2025-11-19
53,2025-11-19 01:34:00,view,2025-11-19
53,2025-11-19 13:00:00,view,2025-11-19
53,2025-11-19 10:22:00,view,2025-11-19
53,2025-11-19 04:35:00,view,2025-11-19
53,2025-11-19 07:16:00,view,2025-11-19
53,2025-11-19 05:46:00,view,2025-11-19
53,2025-11-19 08:33:00,add_to_cart,2025-11-19
54,2025-11-21 17:02:00,view,2025-11-21
54,2025-11-21 18:06:00,view,2025-11-21
54,2025-11-21 11:04:00,view,2025-11-21
54,2025-11-21 02:52:00,view,2025-11-21
54,2025-11-21 00:38:00,view,2025-11-21
54,2025-11-21 08:30:00,view,2025-11-21
54,2025-11-28 08:47:00,view,2025-11-28
54,2025-11-28 01:09:00,view,2025-11-28
54,2025-11-28 12:39:00,view,2025-11-28
54,2025-11-28 01:05:00,view,2025-11-28
54,2025-11-19 21:57:00,view,2025-11-19
54,2025-12-22 10:31:00,view,2025-12-22
54,2025-12-22 20:49:00,view,2025-12-22
54,2025-12-22 02:25:00,view,2025-12-22
54,2025-12-22 07:28:00,add_to_cart,2025-12-22
54,2025-10-28 17:56:00,view,2025-10-28
54,2025-10-28 20:25:00,view,2025-10-28
54,2025-10-28 01:09:00,add_to_cart,2025-10-28
54,2025-11-09 17:12:00,view,2025-11-09
54,2025-11-09 03:20:00,view,2025-11-09
54,2025-11-09 11:21:00,view,2025-11-09
54,2025-11-09 02:34:00,view,2025-11-09
54,2025-11-09 23:34:00,view,2025-11-09
55,2025-11-18 15:28:00,view,2025-11-18
55,2025-11-18 01:21:00,add_to_cart,2025-11-18
55,2025-11-17 06:27:00,view,2025-11-17
55,2025-11-17 06:21:00,view,2025-11-17
55,2025-11-17 10:26:00,view,2025-11-17
55,2025-11-17 02:33:00,view,2025-11-17
55,2025-11-17 04:01:00,view,2025-11-17
55,2025-11-17 02:32:00,view,2025-11-17
55,2025-11-17 09:47:00,view,2025-11-17
57,2025-09-18 04:18:00,view,2025-09-18
57,2025-09-18 03:14:00,view,2025-09-18
57,2025-09-18 19:31:00,view,2025-09-18
57,2025-09-18 03:21:00,view,2025-09-18
57,2025-09-18 01:03:00,view,2025-09-18
57,2025-09-18 07:55:00,view,2025-09-18
57,2025-09-18 07:55:00,view,2025-09-18
57,2025-09-18 05:46:00,add_to_cart,2025-09-18
57,2025-07-21 20:34:00,view,2025-07-21
57,2025-07-21 13:13:00,view,2025-07-21
57,2025-07-21 08:02:00,view,2025-07-21
57,2025-07-21 23:39:00,view,2025-07-21
57,2025-07-21 14:19:00,view,2025-07-21
57,2025-07-21 10:28:00,add_to_cart,2025-07-21
57,2025-06-25 07:51:00,view,2025-06-25
57,2025-06-25 01:58:00,view,2025-06-25
57,2025-06-25 19:12:00,view,2025-06-25
57,2025-06-25 21:30:00,view,2025-06-25
57,2025-06-25 16:57:00,view,2025-06-25
57,2025-06-25 12:02:00,view,2025-06-25
57,2025-06-25 18:09:00,add_to_cart,2025-06-25
57,2025-08-22 09:06:00,view,2025-08-22
57,2025-08-22 17:50:00,view,2025-08-22
58,2025-10-12 05:19:00,view,2025-10-12
58,2025-10-12 23:11:00,view,2025-10-12
58,2025-10-12 19:18:00,view,2025-10-12
58,2025-10-12 16:50:00,view,2025-10-12
58,2025-10-12 08:16:00,view,2025-10-12
58,2025-10-12 22:10:00,view,2025-10-12
58,2025-10-12 20:05:00,view,2025-10-12
59,2025-05-22 16:20:00,view,2025-05-22
59,2025-05-22 15:02:00,view,2025-05-22
59,2025-05-22 06:11:00,view,2025-05-22
59,2025-05-22 07:45:00,view,2025-05-22
59,2025-05-22 05:59:00,add_to_cart,2025-05-22
59,2025-04-12 13:22:00,view,2025-04-12
59,2025-04-12 21:31:00,view,2025-04-12
59,2025-04-12 14:20:00,view,2025-04-12
59,2025-04-12 01:56:00,view,2025-04-12
59,2025-04-12 08:28:00,view,2025-04-12
59,2025-04-12 02:55:00,view,2025-04-12
59,2025-04-12 19:32:00,view,2025-04-12
59,2025-05-16 23:19:00,view,2025-05-16
59,2025-05-16 10:05:00,view,2025-05-16
59,2025-05-16 10:51:00,view,2025-05-16
59,2025-05-16 11:19:00,view,2025-05-16
59,2025-05-16 22:28:00,add_to_cart,2025-05-16
59,2025-06-08 05:59:00,view,2025-06-08
59,2025-06-08 15:07:00,view,2025-06-08
59,2025-06-08 17:31:00,add_to_cart,2025-06-08
