order_id,user_id,product_id,category,product_name,unit_price,quantity,line_total
15,21,1024,Sports,Backpack,20.4,1,20.4
15,21,1025,Sports,Gloves,21.04,1,21.04
16,22,1008,Beauty,Cleanser,17.5,1,17.5
16,22,1016,Electronics,Headphones,67.74,1,67.74
17,23,1008,Beauty,Cleanser,18.74,1,18.74
17,23,1000,Apparel,T-shirt,30.98,2,61.96
18,26,1002,Apparel,Jacket,35.35,2,70.7
18,26,1012,Home,Bedding,32.74,1,32.74
18,26,1006,Beauty,Moisturizer,18.38,1,18.38
19,26,1003,Apparel,Dress,37.22,2,74.44
19,26,1000,Apparel,T-shirt,30.98,2,61.96
19,26,1011,Home,Lamp,40.71,1,40.71
20,26,1012,Home,Bedding,32.74,1,32.74
20,26,1013,Home,Cookware,44.62,1,44.62
20,26,1000,Apparel,T-shirt,30.98,1,30.98
21,27,1016,Electronics,Headphones,67.74,1,67.74
21,27,1007,Beauty,Serum,15.65,1,15.65
21,27,1001,Apparel,Jeans,17.81,1,17.81
22,27,1013,Home,Cookware,44.62,1,44.62
22,27,1009,Beauty,Sunscreen,16.02,1,16.02
22,27,1012,Home,Bedding,32.74,1,32.74
22,27,1017,Electronics,Smartwatch,39.86,1,39.86
22,27,1007,Beauty,Serum,15.65,1,15.65
22,27,1013,Home,Cookware,44.62,1,44.62
23,29,1023,Sports,Bottle,22.7,1,22.7
23,29,1003,Apparel,Dress,37.22,1,37.22
23,29,1002,Apparel,Jacket,35.35,1,35.35
23,29,1010,Beauty,Makeup,23.02,3,69.06
24,29,1013,Home,Cookware,44.62,1,44.62
24,29,1020,Electronics,Speaker,56.12,1,56.12
24,29,1006,Beauty,Moisturizer,18.38,1,18.38
25,31,1013,Home,Cookware,44.62,1,44.62
25,31,1003,Apparel,Dress,37.22,1,37.22
25,31,1005,Apparel,Sweater,15.24,1,15.24
25,31,1012,Home,Bedding,32.74,1,32.74
25,31,1012,Home,Bedding,32.74,1,32.74
26,31,1005,Apparel,Sweater,15.24,1,15.24
26,31,1013,Home,Cookware,58.58,1,58.58
26,31,1016,Electronics,Headphones,67.74,2,135.48
27,31,1004,Apparel,Shoes,13.32,1,13.32
28,32,1019,Electronics,Mouse,58.95,1,58.95
28,32,1019,Electronics,Mouse,58.95,2,117.9
28,32,1016,Electronics,Headphones,67.74,1,67.74
28,32,1000,Apparel,T-shirt,30.98,1,30.98
29,35,1003,Apparel,Dress,44.85,1,44.85
30,36,1011,Home,Lamp,40.71,1,40.71
30,36,1011,Home,Lamp,40.71,2,81.42
31,38,1013,Home,Cookware,44.62,1,44.62
31,38,1004,Apparel,Shoes,13.32,2,26.64
32,39,1013,Home,Cookware,44.62,1,44.62
32,39,1012,Home,Bedding,32.74,1,32.74
33,39,1025,Sports,Gloves,21.04,1,21.04
33,39,1017,Electronics,Smartwatch,39.86,1,39.86
33,39,1001,Apparel,Jeans,22.47,1,22.47
34,40,1023,Sports,Bottle,34.06,1,34.06
35,40,1001,Apparel,Jeans,17.81,1,17.81
35,40,1005,Apparel,Sweater,15.24,1,15.24
35,40,1000,Apparel,T-shirt,30.98,1,30.98
35,40,1000,Apparel,T-shirt,30.98,2,61.96
35,40,1018,Electronics,Keyboard,78.45,1,78.45
35,40,1015,Home,Storage,24.59,1,24.59
36,41,1014,Home,Decor,37.24,1,37.24
37,42,1011,Home,Lamp,40.71,2,81.42
37,42,1004,Apparel,Shoes,8.88,1,8.88
38,42,1007,Beauty,Serum,15.65,2,31.3
38,42,1011,Home,Lamp,40.71,1,40.71
39,42,1003,Apparel,Dress,37.22,1,37.22
40,42,1000,Apparel,T-shirt,30.98,1,30.98
40,42,1005,Apparel,Sweater,15.24,1,15.24
41,42,1020,Electronics,Speaker,56.12,1,56.12
41,42,1013,Home,Cookware,44.62,1,44.62
41,42,1008,Beauty,Cleanser,17.5,1,17.5
42,45,1007,Beauty,Serum,23.47,1,23.47
42,45,1022,Sports,Running Shoes,34.27,1,34.27
43,45,1023,Sports,Bottle,31.14,1,31.14
43,45,1003,Apparel,Dress,37.22,2,74.44
44,45,1018,Electronics,Keyboard,78.45,3,235.35
44,45,1000,Apparel,T-shirt,30.98,1,30.98
44,45,1000,Apparel,T-shirt,30.98,1,30.98
44,45,1015,Home,Storage,22.38,2,44.76
44,45,1010,Beauty,Makeup,30.04,1,30.04
45,45,1000,Apparel,T-shirt,46.48,1,46.48
45,45,1020,Electronics,Speaker,56.12,1,56.12
45,45,1000,Apparel,T-shirt,30.98,1,30.98
45,45,1018,Electronics,Keyboard,78.45,1,78.45
45,45,1013,Home,Cookware,44.62,1,44.62
46,45,1001,Apparel,Jeans,17.81,1,17.81
46,45,1013,Home,Cookware,44.62,1,44.62
46,45,1010,Beauty,Makeup,23.02,1,23.02
47,45,1025,Sports,Gloves,21.04,2,42.08
47,45,1006,Beauty,Moisturizer,18.38,1,18.38
47,45,1013,Home,Cookware,44.62,1,44.62
47,45,1002,Apparel,Jacket,35.35,1,35.35
47,45,1008,Beauty,Cleanser,17.5,1,17.5
48,48,1018,Electronics,Keyboard,78.45,1,78.45
48,48,1004,Apparel,Shoes,9.86,1,9.86
48,48,1009,Beauty,Sunscreen,12.34,1,12.34
49,48,1010,Beauty,Makeup,23.02,1,23.02
49,48,1007,Beauty,Serum,15.65,1,15.65
49,48,1008,Beauty,Cleanser,17.5,1,17.5
49,48,1007,Beauty,Serum,15.65,1,15.65
49,48,1010,Beauty,Makeup,23.02,1,23.02
50,48,1000,Apparel,T-shirt,46.48,2,92.96
51,48,1019,Electronics,Mouse,58.95,1,58.95
51,48,1024,Sports,Backpack,20.4,1,20.4
51,48,1006,Beauty,Moisturizer,18.38,1,18.38
51,48,1013,Home,Cookware,44.62,1,44.62
52,49,1023,Sports,Bottle,22.7,1,22.7
52,49,1023,Sports,Bottle,22.7,1,22.7
52,49,1008,Beauty,Cleanser,17.5,2,35.0
52,49,1005,Apparel,Sweater,15.24,1,15.24
52,49,1007,Beauty,Serum,15.65,1,15.65
53,51,1020,Electronics,Speaker,56.12,1,56.12
53,51,1018,Electronics,Keyboard,78.45,1,78.45
53,51,1004,Apparel,Shoes,8.88,2,17.76
53,51,1009,Beauty,Sunscreen,12.34,1,12.34
53,51,1016,Electronics,Headphones,67.74,1,67.74
54,51,1013,Home,Cookware,44.62,1,44.62
54,51,1011,Home,Lamp,40.71,1,40.71
55,51,1004,Apparel,Shoes,10.74,1,10.74
55,51,1004,Apparel,Shoes,8.88,1,8.88
55,51,1003,Apparel,Dress,37.22,1,37.22
55,51,1013,Home,Cookware,44.62,1,44.62
55,51,1015,Home,Storage,22.38,2,44.76
56,51,1005,Apparel,Sweater,15.24,3,45.72
56,51,1025,Sports,Gloves,21.04,2,42.08
56,51,1007,Beauty,Serum,15.65,1,15.65
57,52,1000,Apparel,T-shirt,30.98,2,61.96
57,52,1007,Beauty,Serum,23.47,1,23.47
57,52,1010,Beauty,Makeup,34.52,1,34.52
57,52,1010,Beauty,Makeup,23.02,2,46.04
58,52,1003,Apparel,Dress,50.39,1,50.39
58,52,1014,Home,Decor,39.47,1,39.47
59,54,1016,Electronics,Headphones,67.74,1,67.74
59,54,1006,Beauty,Moisturizer,27.58,1,27.58
59,54,1001,Apparel,Jeans,17.81,1,17.81
59,54,1011,Home,Lamp,40.71,1,40.71
59,54,1006,Beauty,Moisturizer,18.38,1,18.38
60,54,1002,Apparel,Jacket,35.35,2,70.7
60,54,1018,Electronics,Keyboard,78.45,2,156.9
60,54,1025,Sports,Gloves,21.04,2,42.08
60,54,1008,Beauty,Cleanser,17.5,1,17.5
61,56,1022,Sports,Running Shoes,34.27,1,34.27
61,56,1014,Home,Decor,37.24,1,37.24
62,57,1014,Home,Decor,37.24,1,37.24
62,57,1004,Apparel,Shoes,8.88,2,17.76
62,57,1022,Sports,Running Shoes,34.27,1,34.27
62,57,1007,Beauty,Serum,15.65,1,15.65
63,59,1008,Beauty,Cleanser,19.86,1,19.86
63,59,1012,Home,Bedding,38.23,1,38.23
63,59,1018,Electronics,Keyboard,78.45,1,78.45
64,60,1024,Sports,Backpack,20.4,2,40.8
64,60,1020,Electronics,Speaker,56.12,1,56.12
64,60,1015,Home,Storage,22.38,1,22.38
64,60,1018,Electronics,Keyboard,78.45,1,78.45
64,60,1019,Electronics,Mouse,58.95,1,58.95
65,60,1011,Home,Lamp,40.71,1,40.71
65,60,1025,Sports,Gloves,21.04,1,21.04
65,60,1005,Apparel,Sweater,15.24,1,15.24
65,60,1018,Electronics,Keyboard,78.45,1,78.45
66,60,1005,Apparel,Sweater,22.86,1,22.86
66,60,1001,Apparel,Jeans,17.81,2,35.62
67,60,1015,Home,Storage,22.38,1,22.38
67,60,1017,Electronics,Smartwatch,39.86,1,39.86
67,60,1013,Home,Cookware,44.62,1,44.62
67,60,1000,Apparel,T-shirt,30.98,1,30.98
68,61,1000,Apparel,T-shirt,30.98,1,30.98
68,61,1010,Beauty,Makeup,23.02,1,23.02
68,61,1011,Home,Lamp,40.71,3,122.13
69,61,1011,Home,Lamp,40.71,1,40.71
69,61,1010,Beauty,Makeup,23.02,1,23.02
70,61,1000,Apparel,T-shirt,30.98,2,61.96
70,61,1024,Sports,Backpack,20.4,1,20.4
70,61,1001,Apparel,Jeans,17.81,1,17.81
70,61,1008,Beauty,Cleanser,17.5,1,17.5
71,63,1025,Sports,Gloves,29.09,1,29.09
71,63,1018,Electronics,Keyboard,78.45,1,78.45
72,63,1016,Electronics,Headphones,67.74,1,67.74
72,63,1001,Apparel,Jeans,24.32,1,24.32
72,63,1007,Beauty,Serum,15.65,2,31.3
73,63,1021,Sports,Yoga Mat,18.62,1,18.62
73,63,1019,Electronics,Mouse,58.95,2,117.9
73,63,1004,Apparel,Shoes,13.32,1,13.32
74,65,1016,Electronics,Headphones,67.74,2,135.48
74,65,1024,Sports,Backpack,20.4,1,20.4
75,65,1010,Beauty,Makeup,27.2,1,27.2
76,65,1025,Sports,Gloves,21.04,1,21.04
76,65,1009,Beauty,Sunscreen,18.52,1,18.52
77,69,1013,Home,Cookware,44.62,1,44.62
77,69,1002,Apparel,Jacket,35.35,2,70.7
77,69,1022,Sports,Running Shoes,34.27,2,68.54
77,69,1016,Electronics,Headphones,67.74,1,67.74
78,69,1015,Home,Storage,22.38,2,44.76
78,69,1008,Beauty,Cleanser,17.5,1,17.5
78,69,1000,Apparel,T-shirt,30.98,1,30.98
78,69,1011,Home,Lamp,40.71,2,81.42
79,71,1021,Sports,Yoga Mat,18.28,1,18.28
79,71,1003,Apparel,Dress,37.22,1,37.22
79,71,1003,Apparel,Dress,37.22,1,37.22
79,71,1004,Apparel,Shoes,9.35,1,9.35
80,71,1023,Sports,Bottle,22.7,1,22.7
80,71,1019,Electronics,Mouse,58.95,1,58.95
81,71,1005,Apparel,Sweater,15.24,1,15.24
81,71,1001,Apparel,Jeans,17.81,2,35.62
81,71,1018,Electronics,Keyboard,78.45,1,78.45
81,71,1013,Home,Cookware,44.62,1,44.62
81,71,1001,Apparel,Jeans,17.81,2,35.62
81,71,1002,Apparel,Jacket,35.35,1,35.35
82,72,1002,Apparel,Jacket,35.35,1,35.35
83,73,1003,Apparel,Dress,37.22,1,37.22
83,73,1016,Electronics,Headphones,67.74,1,67.74
83,73,1004,Apparel,Shoes,11.98,1,11.98
83,73,1020,Electronics,Speaker,56.12,1,56.12
84,75,1000,Apparel,T-shirt,30.98,1,30.98
84,75,1014,Home,Decor,37.24,2,74.48
84,75,1015,Home,Storage,22.38,1,22.38
84,75,1010,Beauty,Makeup,23.02,1,23.02
85,75,1017,Electronics,Smartwatch,39.86,1,39.86
85,75,1020,Electronics,Speaker,56.12,1,56.12
85,75,1017,Electronics,Smartwatch,39.86,1,39.86
86,76,1021,Sports,Yoga Mat,27.42,1,27.42
87,77,1019,Electronics,Mouse,58.95,2,117.9
87,77,1007,Beauty,Serum,23.47,1,23.47
88,77,1015,Home,Storage,33.56,1,33.56
89,81,1000,Apparel,T-shirt,30.98,1,30.98
89,81,1011,Home,Lamp,40.71,2,81.42
89,81,1011,Home,Lamp,40.71,1,40.71
90,84,1019,Electronics,Mouse,58.95,1,58.95
90,84,1010,Beauty,Makeup,23.02,1,23.02
90,84,1010,Beauty,Makeup,23.02,2,46.04
90,84,1011,Home,Lamp,40.71,1,40.71
91,87,1006,Beauty,Moisturizer,18.38,3,55.14
91,87,1003,Apparel,Dress,37.22,1,37.22
91,87,1004,Apparel,Shoes,8.88,1,8.88
91,87,1004,Apparel,Shoes,8.88,3,26.64
92,87,1006,Beauty,Moisturizer,18.38,1,18.38
92,87,1022,Sports,Running Shoes,34.27,1,34.27
92,87,1007,Beauty,Serum,15.65,1,15.65
92,87,1025,Sports,Gloves,21.04,1,21.04
92,87,1016,Electronics,Headphones,67.74,1,67.74
93,88,1013,Home,Cookware,44.62,1,44.62
93,88,1004,Apparel,Shoes,8.88,1,8.88
93,88,1024,Sports,Backpack,20.4,3,61.2
93,88,1012,Home,Bedding,32.74,1,32.74
94,90,1001,Apparel,Jeans,17.81,2,35.62
94,90,1000,Apparel,T-shirt,30.98,1,30.98
95,91,1024,Sports,Backpack,30.6,1,30.6
96,91,1010,Beauty,Makeup,23.02,1,23.02
96,91,1004,Apparel,Shoes,8.88,1,8.88
96,91,1009,Beauty,Sunscreen,12.34,1,12.34
96,91,1004,Apparel,Shoes,8.88,3,26.64
96,91,1022,Sports,Running Shoes,34.27,1,34.27
96,91,1021,Sports,Yoga Mat,18.28,1,18.28
97,91,1020,Electronics,Speaker,56.12,1,56.12
97,91,1003,Apparel,Dress,37.22,1,37.22
97,91,1019,Electronics,Mouse,58.95,1,58.95
97,91,1016,Electronics,Headphones,67.74,2,135.48
98,92,1007,Beauty,Serum,15.65,1,15.65
98,92,1006,Beauty,Moisturizer,27.58,1,27.58
99,92,1006,Beauty,Moisturizer,18.38,2,36.76
99,92,1021,Sports,Yoga Mat,18.28,2,36.56
99,92,1000,Apparel,T-shirt,30.98,1,30.98
100,92,1016,Electronics,Headphones,67.74,2,135.48
100,92,1001,Apparel,Jeans,17.81,1,17.81
101,92,1005,Apparel,Sweater,15.24,1,15.24
101,92,1022,Sports,Running Shoes,34.27,1,34.27
101,92,1020,Electronics,Speaker,56.12,1,56.12
102,94,1001,Apparel,Jeans,21.3,1,21.3
102,94,1021,Sports,Yoga Mat,19.06,1,19.06
102,94,1011,Home,Lamp,40.71,1,40.71
102,94,1014,Home,Decor,37.24,1,37.24
103,94,1018,Electronics,Keyboard,78.45,2,156.9
103,94,1014,Home,Decor,37.24,1,37.24
103,94,1017,Electronics,Smartwatch,39.86,2,79.72
104,95,1024,Sports,Backpack,28.95,1,28.95
104,95,1006,Beauty,Moisturizer,18.38,1,18.38
105,96,1011,Home,Lamp,40.71,1,40.71
105,96,1018,Electronics,Keyboard,78.45,1,78.45
105,96,1007,Beauty,Serum,15.65,1,15.65
106,96,1009,Beauty,Sunscreen,12.34,1,12.34
106,96,1012,Home,Bedding,32.74,3,98.22
107,96,1002,Apparel,Jacket,35.35,2,70.7
107,96,1005,Apparel,Sweater,22.86,1,22.86
107,96,1005,Apparel,Sweater,22.86,1,22.86
108,96,1010,Beauty,Makeup,23.02,2,46.04
108,96,1023,Sports,Bottle,22.7,1,22.7
108,96,1023,Sports,Bottle,22.7,1,22.7
108,96,1009,Beauty,Sunscreen,12.34,1,12.34
108,96,1013,Home,Cookware,44.62,1,44.62
108,96,1006,Beauty,Moisturizer,18.38,2,36.76
109,97,1010,Beauty,Makeup,23.02,1,23.02
109,97,1001,Apparel,Jeans,26.71,1,26.71
110,98,1008,Beauty,Cleanser,26.24,1,26.24
110,98,1021,Sports,Yoga Mat,19.85,1,19.85
110,98,1015,Home,Storage,22.38,1,22.38
110,98,1023,Sports,Bottle,22.7,1,22.7
111,98,1019,Electronics,Mouse,58.95,1,58.95
112,100,1001,Apparel,Jeans,17.81,1,17.81
112,100,1005,Apparel,Sweater,15.24,1,15.24
113,102,1014,Home,Decor,37.24,1,37.24
113,102,1018,Electronics,Keyboard,78.45,1,78.45
114,103,1009,Beauty,Sunscreen,18.52,1,18.52
114,103,1005,Apparel,Sweater,20.27,2,40.54
114,103,1005,Apparel,Sweater,15.24,1,15.24
114,103,1000,Apparel,T-shirt,40.47,1,40.47
114,103,1015,Home,Storage,25.89,1,25.89
115,103,1017,Electronics,Smartwatch,39.86,1,39.86
116,104,1009,Beauty,Sunscreen,12.34,1,12.34
116,104,1016,Electronics,Headphones,67.74,1,67.74
116,104,1011,Home,Lamp,40.71,2,81.42
116,104,1006,Beauty,Moisturizer,18.38,1,18.38
116,104,1002,Apparel,Jacket,35.35,1,35.35
117,104,1001,Apparel,Jeans,26.71,1,26.71
117,104,1013,Home,Cookware,44.62,1,44.62
117,104,1012,Home,Bedding,32.74,1,32.74
118,105,1002,Apparel,Jacket,35.35,1,35.35
118,105,1000,Apparel,T-shirt,30.98,1,30.98
118,105,1021,Sports,Yoga Mat,18.28,1,18.28
119,105,1004,Apparel,Shoes,13.32,1,13.32
120,106,1023,Sports,Bottle,22.7,1,22.7
120,106,1024,Sports,Backpack,20.4,1,20.4
120,106,1017,Electronics,Smartwatch,39.86,1,39.86
121,106,1008,Beauty,Cleanser,26.24,1,26.24
122,111,1004,Apparel,Shoes,13.32,1,13.32
122,111,1019,Electronics,Mouse,58.95,1,58.95
123,112,1020,Electronics,Speaker,56.12,2,112.24
123,112,1010,Beauty,Makeup,23.02,1,23.02
123,112,1010,Beauty,Makeup,23.02,1,23.02
123,112,1015,Home,Storage,22.38,1,22.38
123,112,1002,Apparel,Jacket,35.35,2,70.7
123,112,1001,Apparel,Jeans,17.81,3,53.43
124,112,1003,Apparel,Dress,37.22,1,37.22
124,112,1003,Apparel,Dress,37.22,2,74.44
124,112,1003,Apparel,Dress,37.22,1,37.22
125,113,1002,Apparel,Jacket,35.35,1,35.35
125,113,1014,Home,Decor,37.24,1,37.24
125,113,1004,Apparel,Shoes,8.88,1,8.88
126,114,1005,Apparel,Sweater,15.24,2,30.48
126,114,1000,Apparel,T-shirt,30.98,1,30.98
126,114,1006,Beauty,Moisturizer,18.38,1,18.38
126,114,1025,Sports,Gloves,21.04,1,21.04
126,114,1024,Sports,Backpack,20.4,1,20.4
126,114,1006,Beauty,Moisturizer,18.38,1,18.38
127,114,1001,Apparel,Jeans,17.81,1,17.81
127,114,1003,Apparel,Dress,37.22,2,74.44
127,114,1024,Sports,Backpack,20.4,1,20.4
128,114,1002,Apparel,Jacket,35.35,2,70.7
128,114,1000,Apparel,T-shirt,34.32,1,34.32
129,115,1025,Sports,Gloves,21.04,1,21.04
129,115,1014,Home,Decor,37.24,1,37.24
129,115,1001,Apparel,Jeans,17.81,1,17.81
130,116,1012,Home,Bedding,32.74,1,32.74
130,116,1024,Sports,Backpack,23.64,1,23.64
130,116,1002,Apparel,Jacket,35.35,2,70.7
131,116,1024,Sports,Backpack,20.4,2,40.8
132,116,1003,Apparel,Dress,37.22,1,37.22
132,116,1002,Apparel,Jacket,35.35,1,35.35
132,116,1024,Sports,Backpack,20.4,1,20.4
132,116,1012,Home,Bedding,32.74,1,32.74
133,118,1024,Sports,Backpack,20.4,1,20.4
133,118,1013,Home,Cookware,44.62,1,44.62
133,118,1012,Home,Bedding,32.74,1,32.74
133,118,1021,Sports,Yoga Mat,18.28,1,18.28
133,118,1003,Apparel,Dress,37.22,1,37.22
134,118,1007,Beauty,Serum,15.87,1,15.87
134,118,1005,Apparel,Sweater,15.24,1,15.24
134,118,1025,Sports,Gloves,21.04,1,21.04
134,118,1017,Electronics,Smartwatch,39.86,2,79.72
135,118,1023,Sports,Bottle,22.7,3,68.1
135,118,1005,Apparel,Sweater,15.24,1,15.24
135,118,1021,Sports,Yoga Mat,18.28,2,36.56
135,118,1008,Beauty,Cleanser,17.5,1,17.5
135,118,1013,Home,Cookware,44.62,1,44.62
136,119,1000,Apparel,T-shirt,30.98,1,30.98
136,119,1008,Beauty,Cleanser,17.5,2,35.0
136,119,1005,Apparel,Sweater,22.85,1,22.85
136,119,1012,Home,Bedding,32.74,3,98.22
137,120,1008,Beauty,Cleanser,26.24,1,26.24
137,120,1011,Home,Lamp,48.08,1,48.08
137,120,1025,Sports,Gloves,21.04,2,42.08
138,120,1024,Sports,Backpack,20.4,1,20.4
138,120,1016,Electronics,Headphones,67.74,1,67.74
139,122,1014,Home,Decor,37.24,1,37.24
139,122,1001,Apparel,Jeans,17.81,1,17.81
139,122,1024,Sports,Backpack,20.4,1,20.4
140,123,1011,Home,Lamp,40.71,1,40.71
140,123,1016,Electronics,Headphones,67.74,1,67.74
140,123,1005,Apparel,Sweater,15.24,3,45.72
141,123,1001,Apparel,Jeans,17.81,2,35.62
141,123,1019,Electronics,Mouse,58.95,2,117.9
141,123,1007,Beauty,Serum,15.65,1,15.65
141,123,1024,Sports,Backpack,20.4,1,20.4
142,126,1003,Apparel,Dress,37.22,1,37.22
142,126,1010,Beauty,Makeup,23.02,2,46.04
142,126,1023,Sports,Bottle,32.44,1,32.44
142,126,1017,Electronics,Smartwatch,44.06,1,44.06
143,127,1016,Electronics,Headphones,67.74,1,67.74
143,127,1023,Sports,Bottle,26.78,1,26.78
143,127,1011,Home,Lamp,40.71,2,81.42
144,134,1005,Apparel,Sweater,22.86,1,22.86
144,134,1020,Electronics,Speaker,56.12,1,56.12
145,137,1008,Beauty,Cleanser,26.24,1,26.24
146,139,1004,Apparel,Shoes,12.42,2,24.84
146,139,1013,Home,Cookware,44.62,2,89.24
147,139,1001,Apparel,Jeans,17.81,1,17.81
147,139,1011,Home,Lamp,40.71,2,81.42
147,139,1004,Apparel,Shoes,9.2,1,9.2
148,140,1001,Apparel,Jeans,17.81,1,17.81
148,140,1006,Beauty,Moisturizer,18.38,1,18.38
148,140,1019,Electronics,Mouse,58.95,1,58.95
148,140,1006,Beauty,Moisturizer,18.38,2,36.76
149,141,1005,Apparel,Sweater,22.86,1,22.86
149,141,1025,Sports,Gloves,29.15,1,29.15
149,141,1002,Apparel,Jacket,35.35,1,35.35
149,141,1006,Beauty,Moisturizer,27.58,1,27.58
150,143,1013,Home,Cookware,44.62,1,44.62
150,143,1002,Apparel,Jacket,35.35,1,35.35
150,143,1008,Beauty,Cleanser,17.5,1,17.5
151,144,1004,Apparel,Shoes,13.32,3,39.96
151,144,1005,Apparel,Sweater,15.24,1,15.24
151,144,1024,Sports,Backpack,20.4,1,20.4
152,144,1022,Sports,Running Shoes,34.27,1,34.27
152,144,1003,Apparel,Dress,37.22,1,37.22
152,144,1002,Apparel,Jacket,35.35,1,35.35
152,144,1014,Home,Decor,37.24,1,37.24
153,147,1013,Home,Cookware,44.62,1,44.62
153,147,1018,Electronics,Keyboard,78.45,1,78.45
153,147,1021,Sports,Yoga Mat,18.28,3,54.84
153,147,1003,Apparel,Dress,37.22,1,37.22
153,147,1017,Electronics,Smartwatch,39.86,1,39.86
154,147,1018,Electronics,Keyboard,78.45,1,78.45
154,147,1002,Apparel,Jacket,35.35,2,70.7
154,147,1013,Home,Cookware,44.62,1,44.62
154,147,1002,Apparel,Jacket,35.35,1,35.35
155,147,1010,Beauty,Makeup,34.52,1,34.52
155,147,1013,Home,Cookware,44.62,1,44.62
155,147,1020,Electronics,Speaker,56.12,1,56.12
156,147,1002,Apparel,Jacket,35.35,2,70.7
156,147,1014,Home,Decor,37.24,1,37.24
156,147,1008,Beauty,Cleanser,17.5,1,17.5
157,147,1006,Beauty,Moisturizer,18.38,1,18.38
157,147,1010,Beauty,Makeup,23.02,2,46.04
157,147,1019,Electronics,Mouse,58.95,1,58.95
158,149,1015,Home,Storage,33.56,1,33.56
158,149,1007,Beauty,Serum,15.65,1,15.65
159,150,1013,Home,Cookware,44.62,1,44.62
159,150,1023,Sports,Bottle,22.7,2,45.4
159,150,1002,Apparel,Jacket,35.35,2,70.7
160,153,1011,Home,Lamp,40.71,1,40.71
160,153,1011,Home,Lamp,40.71,1,40.71
160,153,1009,Beauty,Sunscreen,12.34,1,12.34
160,153,1004,Apparel,Shoes,8.88,1,8.88
161,153,1005,Apparel,Sweater,15.24,1,15.24
161,153,1016,Electronics,Headphones,67.74,1,67.74
162,154,1010,Beauty,Makeup,23.02,3,69.06
162,154,1014,Home,Decor,37.24,2,74.48
162,154,1020,Electronics,Speaker,56.12,1,56.12
162,154,1002,Apparel,Jacket,35.35,1,35.35
163,156,1008,Beauty,Cleanser,26.24,1,26.24
163,156,1018,Electronics,Keyboard,78.45,1,78.45
163,156,1024,Sports,Backpack,20.4,2,40.8
163,156,1019,Electronics,Mouse,58.95,2,117.9
164,157,1003,Apparel,Dress,37.22,1,37.22
164,157,1014,Home,Decor,37.24,1,37.24
165,157,1025,Sports,Gloves,21.04,2,42.08
165,157,1002,Apparel,Jacket,35.35,1,35.35
165,157,1021,Sports,Yoga Mat,18.28,1,18.28
166,157,1022,Sports,Running Shoes,34.35,1,34.35
166,157,1019,Electronics,Mouse,58.95,2,117.9
166,157,1025,Sports,Gloves,31.56,1,31.56
166,157,1004,Apparel,Shoes,12.17,2,24.34
167,157,1005,Apparel,Sweater,15.24,1,15.24
167,157,1003,Apparel,Dress,37.22,2,74.44
168,157,1012,Home,Bedding,48.19,1,48.19
169,159,1000,Apparel,T-shirt,39.04,1,39.04
170,159,1012,Home,Bedding,32.74,1,32.74
170,159,1005,Apparel,Sweater,15.24,1,15.24
170,159,1008,Beauty,Cleanser,17.5,1,17.5
170,159,1000,Apparel,T-shirt,30.98,1,30.98
170,159,1002,Apparel,Jacket,35.35,1,35.35
